,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,loan_unicode_Latin,loan_unicode_Greek,loan_unicode_Cyrillic,loan_unicode_Arabic,loan_unicode_Devanagari,loan_unicode_Bengali,loan_unicode_Gurmukhi,loan_unicode_Tamil,loan_unicode_Telugu,loan_unicode_Malayalam,loan_unicode_Myanmar,loan_unicode_Chinese,original_unicode_Latin,original_unicode_Greek,original_unicode_Cyrillic,original_unicode_Arabic,original_unicode_Devanagari,original_unicode_Bengali,original_unicode_Gurmukhi,original_unicode_Tamil,original_unicode_Telugu,original_unicode_Malayalam,original_unicode_Myanmar,original_unicode_Chinese,label
0,,आबाद,آبکند,aːbaːd,ɒbknd,inhabited,آبکند,0.6666666666666666,0.4,0.275,0.3083333333333333,3.25,0.2958333333333333,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
1,,शेर,تار,ʃer,tɒr,lion,the wire,0.6666666666666666,0.0,0.0833333333333333,0.0833333333333333,1.0833333333333333,0.0833333333333333,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
2,,ग़लत,سقرلات,ɣələt,sɣrlɒt,wrong,sqrlat,0.5,0.3333333333333333,0.21875,0.2569444444444445,2.4166666666666665,0.2326388888888888,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
3,,बेहतरीन,بیشترین,beɦtəriːn,bjʃtrjn,best,the most,0.5555555555555556,0.375,0.1614583333333333,0.1875,1.984375,0.1744791666666666,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
4,,नौबत,نابود,nɔːbət,nɒbvd,Meridian,Destroyed,0.6666666666666666,0.2,0.0875,0.1,1.8,0.0875,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
5,,नाज़ुक,تازیک,naːzuk,tɒzjk,tender,تازیک,0.6666666666666666,0.4,0.0916666666666666,0.1,1.625,0.0916666666666666,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
6,,चादर,جاندار,t͡ʃaːdər,d͡ʒɒndɒr,Sheet,Living,0.625,0.1666666666666666,0.2013888888888888,0.2152777777777778,1.7083333333333333,0.2152777777777778,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
7,,कलफ़,کالیو,kələf,kɒljv,Kalaf,Callio,0.6,0.2,0.0666666666666666,0.075,0.975,0.0666666666666666,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
8,,चीख़,شیخ,t͡ʃiːx,ʃjx,squeak,Sheikh,0.6666666666666666,0.6666666666666666,0.0694444444444444,0.0833333333333333,1.4583333333333333,0.0694444444444444,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
9,,मलाल,میلاد,məlaːl,mjlɒd,sorry,Milad,0.6666666666666666,0.4,0.0833333333333333,0.0916666666666666,1.675,0.0833333333333333,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hard_negative
